Recorder,Recordee,Contact Time,Start,End,Order,ICT
35,4,8,27073,27080,11,357
35,4,1,89740,89740,12,62660
35,4,962,90701,91662,13,961
35,4,358,98963,99320,14,7301
35,4,8,99966,99973,15,646
35,4,1,111526,111526,16,11553
35,4,120,113174,113293,17,1648
35,4,1,115317,115317,18,2024
35,4,1338,168969,170306,19,53652
35,4,367,170681,171047,20,375
35,4,1,171642,171642,21,595
35,4,1,172009,172009,22,367
35,4,1,173359,173359,23,1350
35,4,1562,173824,175385,24,465
35,4,127,176967,177093,25,1582
35,4,126,177450,177575,26,357
35,4,121,185082,185202,27,7507
35,4,113,191100,191212,28,5898
35,5,1,21790,21790,1,0
35,5,1,22016,22016,2,226
35,5,1,22600,22600,3,584
35,5,1,23190,23190,4,590
35,5,231,23657,23887,5,467
35,5,1,24123,24123,6,236
35,5,1,24356,24356,7,233
35,5,1,73579,73579,8,49223
35,5,1,76711,76711,9,3132
35,5,243,91420,91662,10,14709
35,5,1,165265,165265,11,73603
35,5,736,175626,176361,12,10361
35,5,8,176960,176967,13,599
35,5,246,268218,268463,14,91251
35,6,113,87391,87503,1,0
35,6,127,87767,87893,2,264
35,6,372,88156,88527,3,263
35,6,1,91420,91420,4,2893
35,6,132,99966,100097,5,8546
35,6,1,100352,100352,6,255
35,6,1,100712,100712,7,360
35,6,1,101092,101092,8,380
35,6,128,101334,101461,9,242
35,6,15,101824,101838,10,363
35,6,1,102168,102168,11,330
35,6,110,102410,102519,12,242
35,6,616,103383,103998,13,864
35,6,1405,104252,105656,14,254
35,6,1,106025,106025,15,369
35,6,1,111056,111056,16,5031
35,6,1,111752,111752,17,696
35,6,8,176960,176967,18,65208
35,6,1,182640,182640,19,5673
35,6,1,186346,186346,20,3706
35,6,1,186946,186946,21,600
35,6,1,188032,188032,22,1086
35,7,111,22850,22960,1,0
35,7,1,23311,23311,2,351
35,7,1,24119,24119,3,808
35,7,1,73704,73704,4,49585
35,7,1,74547,74547,5,843
35,7,5,90235,90239,6,15688
35,7,599,90591,91189,7,352
35,7,236,92378,92613,8,1189
35,7,1,100598,100598,9,7985
35,8,339,21452,21790,1,0
35,8,1,22726,22726,2,936
35,8,346,22960,23305,3,234
35,8,111,23429,23539,4,124
35,8,1,23884,23884,5,345
35,8,1,24116,24116,6,232
35,8,1,24356,24356,7,240
35,8,1,25180,25180,8,824
35,8,1,72962,72962,9,47782
35,8,725,83132,83856,10,10170
35,8,1,90591,90591,11,6735
35,8,1,96949,96949,12,6358
35,8,338,97306,97643,13,357
35,8,701,110939,111639,14,13296
35,8,1,112111,112111,15,472
35,8,4,112468,112471,16,357
35,8,126,112711,112836,17,240
35,8,1,113643,113643,18,807
35,8,1,183580,183580,19,69937
35,8,114,267989,268102,20,84409
35,9,223,21678,21900,1,0
35,9,1,22486,22486,2,586
35,9,121,22960,23080,3,474
35,9,228,23542,23769,4,462
35,9,1,23997,23997,5,228
35,9,120,75018,75137,6,51021
35,9,1,75869,75869,7,732
35,9,1,95161,95161,8,19292
35,9,1,192302,192302,9,97141
35,10,1,21900,21900,1,0
35,10,233,22018,22250,2,118
35,10,1,22960,22960,3,710
35,10,1,23423,23423,4,463
35,10,1,24119,24119,5,696
35,10,1,24593,24593,6,474
35,10,240,24713,24952,7,120
35,10,607,25538,26144,8,586
35,10,1092,26483,27574,9,339
35,10,1,30645,30645,10,3071
35,10,1,30886,30886,11,241
35,10,1957,31253,33209,12,367
35,10,116,33453,33568,13,244
35,10,118,33815,33932,14,247
35,10,1683,34176,35858,15,244
35,10,746,36115,36860,16,257
35,10,348,37331,37678,17,471
35,10,243,37923,38165,18,245
35,10,8,38532,38539,19,367
35,10,8,38679,38686,20,140
35,10,1268,39172,40439,21,486
35,10,752,40687,41438,22,248
35,10,1,83010,83010,23,41572
35,10,8,86406,86413,24,3396
35,10,1,90239,90239,25,3826
35,10,395,99188,99582,26,8949
35,10,247,99720,99966,27,138
35,10,1,101334,101334,28,1368
35,10,1,102168,102168,29,834
35,10,226,102410,102635,30,242
35,10,1,102887,102887,31,252
35,10,1,104379,104379,32,1492
35,10,1,111056,111056,33,6677
35,10,234,111406,111639,34,350
35,10,1,182640,182640,35,71001
35,10,273,183343,183615,36,703
35,10,1,183859,183859,37,244
35,10,226,186599,186824,38,2740
35,10,1,188495,188495,39,1671
35,10,1,266197,266197,40,77702
35,10,241,268102,268342,41,1905
35,11,119,21900,22018,1,0
35,11,357,22367,22723,2,349
35,11,1,23657,23657,3,934
35,11,1,23887,23887,4,230
35,11,1,24242,24242,5,355
35,11,479,24593,25071,6,351
35,11,118,25421,25538,7,350
35,11,242,25788,26029,8,250
35,11,230,26370,26599,9,341
35,11,374,99073,99446,10,72474
35,11,1070,106840,107909,11,7394
35,11,840,108404,109243,12,495
35,11,1,112111,112111,13,2868
35,11,1,113293,113293,14,1182
35,11,1,114109,114109,15,816
35,11,1,183853,183853,16,69744
35,11,1,257522,257522,17,73669
35,11,1,267989,267989,18,10467
35,12,130,259204,259333,1,0
35,12,1,259604,259604,2,271
35,13,122,73954,74075,1,0
35,13,366,75137,75502,2,1062
35,13,120,81717,81836,3,6215
35,13,1,82197,82197,4,361
35,13,123,82539,82661,5,342
35,13,116,91420,91535,6,8759
35,14,113,21678,21790,1,0
35,14,1,22016,22016,2,226
35,14,251,22600,22850,3,584
35,14,1,82420,82420,4,59570
35,14,8,89275,89282,5,6855
35,14,247,89740,89986,6,458
35,14,1,92487,92487,7,2501
35,14,1,95870,95870,8,3383
35,14,1,99973,99973,9,4103
35,14,1,165509,165509,10,65536
35,14,1,166922,166922,11,1413
35,14,1,170808,170808,12,3886
35,15,236,72962,73197,1,0
35,15,1,73704,73704,2,507
35,15,116,74075,74190,3,371
35,15,1,74547,74547,4,357
35,15,241,75018,75258,5,471
35,15,1,75627,75627,6,369
35,15,242,75994,76235,7,367
35,15,240,76472,76711,8,237
35,15,126,76965,77090,9,254
35,15,1,77570,77570,10,480
35,15,230,77927,78156,11,357
35,15,1,78730,78730,12,574
35,15,1,99848,99848,13,21118
35,15,1,101092,101092,14,1244
35,15,1,177695,177695,15,76603
35,15,124,182640,182763,16,4945
35,15,1,183122,183122,17,359
35,15,274,183580,183853,18,458
35,16,1,22726,22726,1,0
35,16,1,23311,23311,2,585
35,16,1,23539,23539,3,228
35,16,229,23769,23997,4,230
35,16,117,24123,24239,5,126
35,16,1,24596,24596,6,357
35,16,1,85068,85068,7,60472
35,16,493,86399,86891,8,1331
35,16,504,87264,87767,9,373
35,16,1,88156,88156,10,389
35,16,1,89616,89616,11,1460
35,16,1,90112,90112,12,496
35,16,1,106139,106139,13,16027
35,16,1,109004,109004,14,2865
35,16,5,111406,111410,15,2402
35,16,114,111878,111991,16,468
35,16,123,113987,114109,17,1996
35,16,124,165628,165751,18,51519
35,16,1,166087,166087,19,336
35,16,1,175750,175750,20,9663
35,16,1,175879,175879,21,129
35,16,587,182645,183231,22,6766
35,16,1,257522,257522,23,74291
35,16,230,257903,258132,24,381
35,16,715,258490,259204,25,358
35,16,139,259466,259604,26,262
35,16,591,261272,261862,27,1668
35,16,3492,262218,265709,28,356
35,16,117,268102,268218,29,2393
35,17,350,22018,22367,1,0
35,17,1,23190,23190,2,823
35,17,1,23311,23311,3,121
35,17,1,23542,23542,4,231
35,17,472,24242,24713,5,700
35,17,123,74190,74312,6,49477
35,17,1,74777,74777,7,465
35,17,1,75379,75379,8,602
35,17,1,96585,96585,9,21206
35,17,1,174060,174060,10,77475
35,17,1818,178542,180359,11,4482
35,17,241,180842,181082,12,483
35,17,221,181588,181808,13,506
35,17,119,268342,268460,14,86534
35,18,1,21900,21900,1,0
35,18,1,22018,22018,2,118
35,18,1,24952,24952,3,2934
35,18,1,25297,25297,4,345
35,18,237,171406,171642,5,146109
35,18,1,183984,183984,6,12342
35,18,1,261156,261156,7,77172
35,19,1,22370,22370,1,0
35,19,344,23080,23423,2,710
35,19,1,23539,23539,3,116
35,19,494,75258,75751,4,51719
35,19,128,75994,76121,5,243
35,19,8,76839,76846,6,718
35,19,1,77222,77222,7,376
35,19,1,77570,77570,8,348
35,19,1,78156,78156,9,586
35,19,222,78620,78841,10,464
35,19,1,82070,82070,11,3229
35,19,242,82420,82661,12,350
35,19,1,88910,88910,13,6249
35,19,8,89275,89282,14,365
35,19,125,89616,89740,15,334
35,19,126,90235,90360,16,495
35,19,1,90701,90701,17,341
35,19,364,92250,92613,18,1549
35,19,234,94690,94923,19,2077
35,19,944,95161,96104,20,238
35,19,610,96347,96956,21,243
35,19,133,97867,97999,22,911
35,19,1,98476,98476,23,477
35,19,1,103383,103383,24,4907
35,19,1,103998,103998,25,615
35,19,1,105538,105538,26,1540
35,19,1,106025,106025,27,487
35,19,1153,106388,107540,28,363
35,19,1,107909,107909,29,369
35,19,367,108150,108516,30,241
35,19,851,108772,109622,31,256
35,19,1,178294,178294,32,68672
35,19,352,260345,260696,33,82051
35,20,585,22139,22723,1,0
35,20,118,166805,166922,2,144082
35,20,864,178542,179405,3,11620
35,20,255,179754,180008,4,349
35,20,1,180600,180600,5,592
35,20,122,180961,181082,6,361
35,20,599,181448,182046,7,366
35,20,127,182397,182523,8,351
35,20,466,183122,183587,9,599
35,20,245,183615,183859,10,28
35,21,233,23884,24116,1,0
35,21,1,24239,24239,2,123
35,21,2,24596,24597,3,357
35,21,364,165265,165628,4,140668
35,21,1,166087,166087,5,459
35,21,1,173119,173119,6,7032
35,21,1,174536,174536,7,1417
35,21,487,174782,175268,8,246
35,21,1,191100,191100,9,15832
35,21,491,191694,192184,10,594
35,21,4084,261743,265826,11,69559
35,21,243,268218,268460,12,2392
35,22,343,21448,21790,1,0
35,22,1,22016,22016,2,226
35,22,1,22726,22726,3,710
35,22,116,23308,23423,4,582
35,22,1,23884,23884,5,461
35,22,124,24116,24239,6,232
35,22,1,24596,24596,7,357
35,22,123,25661,25783,8,1065
35,22,116,26029,26144,9,246
35,22,1,88889,88889,10,62745
35,22,1,88910,88910,11,21
35,22,705,89282,89986,12,372
35,22,1,91302,91302,13,1316
35,22,1,114220,114220,14,22918
35,22,1,178294,178294,15,64074
35,22,370,182640,183009,16,4346
35,22,1,190987,190987,17,7978
35,22,1,257396,257396,18,66409
35,23,1,72850,72850,1,0
35,23,1,89616,89616,2,16766
35,23,1,89870,89870,3,254
35,23,1,111406,111406,4,21536
35,23,1,111639,111639,5,233
35,23,8,112468,112475,6,829
35,23,112,171531,171642,7,59056
35,23,1,182530,182530,8,10888
35,23,1,183608,183608,9,1078
35,24,227,21564,21790,1,0
35,24,1,22016,22016,2,226
35,24,127,22600,22726,3,584
35,24,1,22960,22960,4,234
35,24,1,72962,72962,5,50002
35,24,1,91302,91302,6,18340
35,24,5,112832,112836,7,21530
35,24,1,257396,257396,8,144560
35,24,1,258962,258962,9,1566
35,25,1,21790,21790,1,0
35,25,1,22370,22370,2,580
35,25,7,23305,23311,3,935
35,25,111,23429,23539,4,118
35,25,1,23997,23997,5,458
35,25,1,24239,24239,6,242
35,25,241,24596,24836,7,357
35,25,1191,25071,26261,8,235
35,25,245,178542,178786,9,152281
35,25,1,179155,179155,10,369
35,25,1,179637,179637,11,482
35,25,603,190137,190739,12,10500
35,25,1,257778,257778,13,67039
35,26,1,22139,22139,1,0
35,26,2,22850,22851,2,711
35,26,237,23190,23426,3,339
35,26,1,23542,23542,4,116
35,26,118,24476,24593,5,934
35,26,1,24952,24952,6,359
35,26,1,89863,89863,7,64911
35,26,1,90112,90112,8,249
35,26,113,106617,106729,9,16505
35,26,233,107080,107312,10,351
35,26,243,107667,107909,11,355
35,26,1,108404,108404,12,495
35,26,770,109114,109883,13,710
35,26,1,114220,114220,14,4337
35,26,123,165387,165509,15,51167
35,26,126,171406,171531,16,5897
35,26,1,175031,175031,17,3500
35,26,1,175385,175385,18,354
35,26,1,182885,182885,19,7500
35,26,133,257771,257903,20,74886
35,26,1,258729,258729,21,826
35,26,125,268218,268342,22,9489
35,27,1,24116,24116,1,0
35,27,126,25536,25661,2,1420
35,27,223,26261,26483,3,600
35,27,1,101947,101947,4,75464
35,27,8,102755,102762,5,808
35,27,249,103507,103755,6,745
35,27,1,104379,104379,7,624
35,27,1,105417,105417,8,1038
35,27,1,105656,105656,9,239
35,27,612,164898,165509,10,59242
35,27,233,166087,166319,11,578
35,27,1,168845,168845,12,2526
35,27,822,182645,183466,13,13800
35,27,15,183594,183608,14,128
35,27,489,184109,184597,15,501
35,27,1667,262948,264614,16,78351
35,27,114,267989,268102,17,3375
35,27,1,268463,268463,18,361
35,28,235,24242,24476,1,0
35,28,233,24839,25071,2,363
35,28,602,25421,26022,3,350
35,28,114,26370,26483,4,348
35,28,481,113288,113768,5,86805
35,28,1,114109,114109,6,341
35,28,1,267989,267989,7,153880
35,29,1,21900,21900,1,0
35,29,233,22018,22250,2,118
35,29,1,22486,22486,3,236
35,29,1,78041,78041,4,55555
35,29,1,90239,90239,5,12198
35,29,1097,93347,94443,6,3108
35,29,2816,110828,113643,7,16385
35,29,1,113987,113987,8,344
35,29,232,167257,167488,9,53270
35,29,1,171288,171288,10,3800
35,29,1,183343,183343,11,12055
35,30,112,22139,22250,1,0
35,30,1,22600,22600,2,350
35,30,1,22850,22850,3,250
35,30,1,23305,23305,4,455
35,30,231,23657,23887,5,352
35,30,235,24242,24476,6,355
35,30,1,24949,24949,7,473
35,30,125,25297,25421,8,348
35,30,6,25783,25788,9,362
35,30,1,110828,110828,10,85040
35,30,369,170194,170562,11,59366
35,30,362,170808,171169,12,246
35,30,847,171406,172252,13,237
35,30,852,172393,173244,14,141
35,30,1,173587,173587,15,343
35,30,1,173824,173824,16,237
35,30,1,175156,175156,17,1332
35,30,126,257522,257647,18,82366
35,30,1,268342,268342,19,10695
35,31,1,268102,268102,1,0
35,32,241,24596,24836,1,0
35,32,952,24952,25903,2,116
35,32,456,26144,26599,3,241
35,32,8,80477,80484,4,53878
35,32,5750,82778,88527,5,2294
35,32,1,88889,88889,6,362
35,32,373,88910,89282,7,21
35,32,1,89740,89740,8,458
35,32,1,90353,90353,9,613
35,32,1,90591,90591,10,238
35,32,125,99973,100097,11,9382
35,32,1,100352,100352,12,255
35,32,1,100712,100712,13,360
35,32,1,111526,111526,14,10814
35,32,123,112832,112954,15,1306
35,32,244,113288,113531,16,334
35,32,123,113987,114109,17,456
35,32,1,172764,172764,18,58655
35,32,116,173244,173359,19,480
35,32,1,173601,173601,20,242
35,32,496,174287,174782,21,686
35,32,3512,178420,181931,22,3638
35,32,1,184597,184597,23,2666
35,32,1,184845,184845,24,248
35,32,845,186946,187790,25,2101
35,32,1657,188253,189909,26,463
35,32,1,190253,190253,27,344
35,32,605,264865,265469,28,74612
35,33,1,22851,22851,1,0
35,33,231,92257,92487,2,69406
35,33,1,99720,99720,3,7233
35,33,1,100097,100097,4,377
35,33,1,110828,110828,5,10731
35,33,127,111280,111406,6,452
35,33,353,111639,111991,7,233
35,33,1,112229,112229,8,238
35,33,362,112475,112836,9,246
35,33,115,113174,113288,10,338
35,33,347,113531,113877,11,243
35,33,362,171406,171767,12,57529
35,33,1,172009,172009,13,242
35,33,1,172400,172400,14,391
35,33,1,176484,176484,15,4084
35,34,113,21790,21902,1,0
35,34,470,22960,23429,2,1058
35,34,1,23997,23997,3,568
35,34,1,79781,79781,4,55784
35,34,1,80477,80477,5,696
35,34,124,89740,89863,6,9263
35,34,128,90112,90239,7,249
35,34,1,106139,106139,8,15900
35,34,238,110473,110710,9,4334
35,34,1,114220,114220,10,3510
35,34,1,165751,165751,11,51531
35,34,1,175031,175031,12,9280
35,34,1,178786,178786,13,3755
35,34,1,179882,179882,14,1096
35,34,1,181581,181581,15,1699
35,34,1,183853,183853,16,2272
35,34,1,193510,193510,17,9657
35,36,112,22139,22250,1,0
35,36,238,22486,22723,2,236
35,36,1,22851,22851,3,128
35,36,119,23190,23308,4,339
35,36,1,23426,23426,5,118
35,36,1,23542,23542,6,116
35,36,235,24242,24476,7,700
35,36,117,24836,24952,8,360
35,36,1,25538,25538,9,586
35,36,342,26029,26370,10,491
35,36,247,77681,77927,11,51311
35,36,8,99966,99973,12,22039
35,36,1,110710,110710,13,10737
35,36,232,111991,112222,14,1281
35,36,115,112475,112589,15,253
35,36,1,113768,113768,16,1179
35,36,1,114220,114220,17,452
35,37,115,21564,21678,1,0
35,37,1,21902,21902,2,224
35,37,1,22370,22370,3,468
35,37,1,23305,23305,4,935
35,37,1,23426,23426,5,121
35,37,243,23997,24239,6,571
35,37,1,79195,79195,7,54956
35,37,1,97416,97416,8,18221
35,37,248,100831,101078,9,3415
35,37,371,101461,101831,10,383
35,37,1,102278,102278,11,447
35,37,1,102519,102519,12,241
35,37,746,103010,103755,13,491
35,37,1,110710,110710,14,6955
35,37,1,112471,112471,15,1761
35,37,1,112592,112592,16,121
35,37,1,113293,113293,17,701
35,37,1,113768,113768,18,475
35,37,1,165628,165628,19,51860
35,37,1827,167143,168969,20,1515
35,37,1717,169331,171047,21,362
35,37,1,171642,171642,22,595
35,37,1,172259,172259,23,617
35,37,605,172400,173004,24,141
35,37,1,173474,173474,25,470
35,37,224,173713,173936,26,239
35,37,4,174659,174662,27,723
35,37,369,175017,175385,28,355
35,37,1,182885,182885,29,7500
35,38,1,21900,21900,1,0
35,38,122,22018,22139,2,118
35,38,1,22486,22486,3,347
35,38,230,22851,23080,4,365
35,38,1,23308,23308,5,228
35,38,1,23426,23426,6,118
35,38,116,23542,23657,7,116
35,38,471,24123,24593,8,466
35,38,240,24713,24952,9,120
35,38,819,25898,26716,10,946
35,38,1697,83010,84706,11,56294
35,38,3319,84954,88272,12,248
35,38,1,88527,88527,13,255
35,38,1,90235,90235,14,1708
35,38,232,90360,90591,15,125
35,38,715,90948,91662,16,357
35,38,8,92243,92250,17,581
35,38,130,94801,94930,18,2551
35,38,126,95745,95870,19,815
35,38,239,96347,96585,20,477
35,38,1,97992,97992,21,1407
35,38,603,98235,98837,22,243
35,39,1,21902,21902,1,0
35,39,4,23884,23887,2,1982
35,39,1,24356,24356,3,469
35,39,117,24597,24713,4,241
35,39,227,25071,25297,5,358
35,39,118,25661,25778,6,364
35,39,342,26029,26370,7,251
35,39,1,90360,90360,8,63990
35,39,1,107201,107201,9,16841
35,39,1233,107540,108772,10,339
35,39,130,109114,109243,11,342
35,39,121,111991,112111,12,2748
35,39,1,112352,112352,13,241
35,39,113,113531,113643,14,1179
35,39,1,118557,118557,15,4914
35,39,129,183725,183853,16,65168
35,40,1,21902,21902,1,0
35,40,117,22370,22486,2,468
35,40,125,22726,22850,3,240
35,40,1,23311,23311,4,461
35,40,1,23429,23429,5,118
35,40,1,23997,23997,6,568
35,40,1,24356,24356,7,359
35,40,357,25180,25536,8,824
35,40,1,25783,25783,9,247
35,40,936,26022,26957,10,239
35,40,1,27198,27198,11,241
35,40,1,95512,95512,12,68314
35,40,1,96104,96104,13,592
35,40,250,96707,96956,14,603
35,40,1,165143,165143,15,68187
35,40,243,165509,165751,16,366
35,40,1,166087,166087,17,336
35,40,1,171642,171642,18,5555
35,40,1,172009,172009,19,367
35,40,1,172259,172259,20,250
35,40,837,172638,173474,21,379
35,40,1562,173824,175385,22,350
35,40,1,176960,176960,23,1575
35,40,356,182530,182885,24,5570
35,40,245,183615,183859,25,730
35,40,112,189096,189207,26,5237
35,40,1,190137,190137,27,930
35,40,374,257274,257647,28,67137
35,40,1,257903,257903,29,256
35,40,116,258259,258374,30,356
35,40,752,258729,259480,31,355
35,40,1,268463,268463,32,8983
35,41,115,21902,22016,1,0
35,41,118,22250,22367,2,234
35,41,119,23190,23308,3,823
35,41,1,23426,23426,4,118
35,41,116,23542,23657,5,116
35,41,1,23997,23997,6,340
35,41,1,25071,25071,7,1074
35,41,252,172259,172510,8,147188
35,41,126,173119,173244,9,609
35,41,1,174060,174060,10,816
35,41,4,174659,174662,11,599
35,41,259,175017,175275,12,355
35,41,1073,181325,182397,13,6050
35,41,8,183984,183991,14,1587
35,41,936,185778,186713,15,1787
35,41,127,187072,187198,16,359
35,41,114,190987,191100,17,3789
36,1,1,22123,22123,1,0
36,1,1,75100,75100,2,52977
36,1,124,76319,76442,3,1219
36,1,117,77536,77652,4,1094
36,1,1,78012,78012,5,360
36,1,1,78850,78850,6,838
36,1,1,79449,79449,7,599
36,1,115,80010,80124,8,561
36,1,1,81305,81305,9,1181
36,1,741,84405,85145,10,3100
36,1,1552,85518,87069,11,373
36,1,118,87441,87558,12,372
36,1,1,87938,87938,13,380
36,1,1,88179,88179,14,241
36,1,1,90283,90283,15,2104
36,1,2150,94622,96771,16,4339
36,1,1,98669,98669,17,1898
36,1,1,100099,100099,18,1430
36,2,1,77771,77771,1,0
36,2,1,78391,78391,2,620
36,2,256,81646,81901,3,3255
36,2,1,84047,84047,4,2146
36,2,1,89062,89062,5,5015
36,2,1,112251,112251,6,23189
36,2,1,112604,112604,7,353
36,3,1,22462,22462,1,0
36,3,1,23399,23399,2,937
36,3,1,24814,24814,3,1415
36,3,1,25162,25162,4,348
36,3,130,88050,88179,5,62888
36,3,249,110963,111211,6,22784
36,4,1,21645,21645,1,0
36,4,117,22346,22462,2,701
36,4,113,22712,22824,3,250
36,4,1,23632,23632,4,808
36,4,9,24691,24699,5,1059
36,4,1,25041,25041,6,342
36,4,1,25391,25391,7,350
36,4,119,25515,25633,8,124
36,4,1,25999,25999,9,366
36,4,110,26361,26470,10,362
36,4,373,90520,90892,11,64050
36,4,126,91968,92093,12,1076
36,4,1,99502,99502,13,7409
36,4,1,99863,99863,14,361
36,4,1,108693,108693,15,8830
36,4,1,113931,113931,16,5238
36,4,9,114316,114324,17,385
36,5,1,22012,22012,1,0
36,5,1,23050,23050,2,1038
36,5,1,23627,23627,3,577
36,5,1,23998,23998,4,371
36,5,1,76319,76319,5,52321
36,5,1,76921,76921,6,602
36,5,119,77293,77411,7,372
36,5,1448,84291,85738,8,6880
36,5,1,88827,88827,9,3089
36,5,1,109056,109056,10,20229
36,5,1,109399,109399,11,343
36,5,1,109878,109878,12,479
36,6,1,75100,75100,1,0
36,6,231,76089,76319,2,989
36,6,1,77771,77771,3,1452
36,6,126,78260,78385,4,489
36,6,1,80604,80604,5,2219
36,6,8,102850,102857,6,22246
36,6,1,110969,110969,7,8112
36,6,1,111790,111790,8,821
36,7,1,22012,22012,1,0
36,7,240,22347,22586,2,335
36,7,1,22938,22938,3,352
36,7,349,23162,23510,4,224
36,7,1,23985,23985,5,475
36,7,1,23998,23998,6,13
36,7,1,73306,73306,7,49308
36,7,365,73771,74135,8,465
36,7,232,74273,74504,9,138
36,7,1,75496,75496,10,992
36,7,115,77538,77652,11,2042
36,7,1,78255,78255,12,603
36,7,1,78382,78382,13,127
36,7,1,82760,82760,14,4378
36,7,1,100601,100601,15,17841
36,8,1,22462,22462,1,0
36,8,1,22469,22469,2,7
36,8,111,23050,23160,3,581
36,8,1,23399,23399,4,239
36,8,1,23989,23989,5,590
36,8,1,25041,25041,6,1052
36,8,1,77888,77888,7,52847
36,8,1,82147,82147,8,4259
36,8,1,88301,88301,9,6154
36,8,130,89178,89307,10,877
36,8,1,92439,92439,11,3132
36,8,1,92809,92809,12,370
36,8,1,109399,109399,13,16590
36,8,1,110368,110368,14,969
36,8,1,111205,111205,15,837
36,8,227,111905,112131,16,700
36,8,1,112491,112491,17,360
36,8,137,113931,114067,18,1440
36,8,1,114309,114309,19,242
36,8,1,114324,114324,20,15
36,9,1,77169,77169,1,0
36,9,124,78391,78514,2,1222
36,9,1,88802,88802,3,10288
36,9,1,108452,108452,4,19650
36,9,118,109282,109399,5,830
36,10,1,22123,22123,1,0
36,10,1,22824,22824,2,701
36,10,115,23162,23276,3,338
36,10,1,23862,23862,4,586
36,10,111,24227,24337,5,365
36,10,1,26361,26361,6,2024
36,10,229,73417,73645,7,47056
36,10,1,74614,74614,8,969
36,10,1,74977,74977,9,363
36,10,1,75114,75114,10,137
36,10,1,75246,75246,11,132
36,10,1,75503,75503,12,257
36,10,1,76435,76435,13,932
36,10,1,81646,81646,14,5211
36,10,1,111447,111447,15,29801
36,10,1,113201,113201,16,1754
36,10,1,113443,113443,17,242
36,10,118,113690,113807,18,247
36,10,250,114072,114321,19,265
36,10,120,114548,114667,20,227
36,11,1,23748,23748,1,0
36,11,1,23991,23991,2,243
36,11,119,24691,24809,3,700
36,11,233,25162,25394,4,353
36,11,238,25633,25870,5,239
36,11,1,26361,26361,6,491
36,12,1,107532,107532,1,0
36,13,127,73645,73771,1,0
36,13,8,74135,74142,2,364
36,13,1,76435,76435,3,2293
36,13,1,77658,77658,4,1223
36,13,1,78012,78012,5,354
36,13,123,78260,78382,6,248
36,13,1,92688,92688,7,14306
36,13,1,102360,102360,8,9672
36,13,1478,103304,104781,9,944
36,13,818,111556,112373,10,6775
36,13,235,112604,112838,11,231
36,13,126,113443,113568,12,605
36,13,375,113693,114067,13,125
36,13,12,114302,114313,14,235
36,13,1,114324,114324,15,11
36,14,1,22466,22466,1,0
36,14,1,22824,22824,2,358
36,14,1,78391,78391,3,55567
36,14,231,105405,105635,4,27014
36,14,1,107866,107866,5,2231
36,15,1,73645,73645,1,0
36,15,258,74135,74392,2,490
36,15,8,74732,74739,3,340
36,15,15,75107,75121,4,368
36,15,1680,75732,77411,5,611
36,15,1,78012,78012,6,601
36,15,1071,78379,79449,7,367
36,15,1,81775,81775,8,2326
36,15,241,82028,82268,9,253
36,15,1,88674,88674,10,6406
36,15,1,88809,88809,11,135
36,15,117,89062,89178,12,253
36,15,122,89307,89428,13,129
36,15,15,100608,100622,14,11180
36,15,1,102104,102104,15,1482
36,15,1,102242,102242,16,138
36,16,1,21894,21894,1,0
36,16,1,22586,22586,2,692
36,16,111,23050,23160,3,464
36,16,1,23399,23399,4,239
36,16,1,23985,23985,5,586
36,16,1,93153,93153,6,69168
36,16,1,111905,111905,7,18752
36,16,1,112373,112373,8,468
36,16,1,113082,113082,9,709
36,16,1,113440,113440,10,358
36,16,1,113690,113690,11,250
36,17,111,22237,22347,1,0
36,17,1,23276,23276,2,929
36,17,111,24227,24337,3,951
36,17,122,74014,74135,4,49677
36,17,1,74273,74273,5,138
36,17,8,74732,74739,6,459
36,17,126,76435,76560,7,1696
36,17,1,77418,77418,8,858
36,17,1,77652,77652,9,234
36,17,1,78391,78391,10,739
36,17,1,81064,81064,11,2673
36,17,127,81775,81901,12,711
36,17,1,88669,88669,13,6768
36,17,375,88809,89183,14,140
36,17,1,89543,89543,15,360
36,18,121,22466,22586,1,0
36,18,121,24809,24929,2,2223
36,19,1,22465,22465,1,0
36,19,1,22824,22824,2,359
36,19,115,23162,23276,3,338
36,19,122,23627,23748,4,351
36,19,1,76442,76442,5,52694
36,19,1,77293,77293,6,851
36,19,116,78012,78127,7,719
36,19,1,78630,78630,8,503
36,19,1,79096,79096,9,466
36,19,697,80950,81646,10,1854
36,20,1,21645,21645,1,0
36,20,1,88055,88055,2,66410
36,20,126,88821,88946,3,766
36,20,243,89186,89428,4,240
36,21,1,23160,23160,1,0
36,21,350,23278,23627,2,118
36,21,14,23985,23998,3,358
36,21,1,24579,24579,4,581
36,22,111,23050,23160,1,0
36,22,233,23278,23510,2,118
36,22,14,23985,23998,3,475
36,22,3,24452,24454,4,454
36,22,1,24809,24809,5,355
36,22,1,25272,25272,6,463
36,22,7,25877,25883,7,605
36,22,1,26238,26238,8,355
36,22,1,26711,26711,9,473
36,22,15,29370,29384,10,2659
36,22,1577,30611,32187,11,1227
36,22,128,34132,34259,12,1945
36,22,1,35718,35718,13,1459
36,22,8,36094,36101,14,376
36,22,234,36347,36580,15,246
36,22,1,37283,37283,16,703
36,22,1,38515,38515,17,1232
36,22,950,38873,39822,18,358
36,22,258,39964,40221,19,142
36,22,2487,40839,43325,20,618
36,22,733,43588,44320,21,263
